机构名称,表中文名,字段中文（可忽略）,数据元
公安,边防通行证申请信息,住址,住址
公安,边防通行证申请信息,出生日期,出生日期
公安,边防通行证申请信息,证件类型,身份证件类型
公安,边防通行证申请信息,通行证号码,通行证号码
公安,边防通行证申请信息,收缴时间,收缴时间
公安,边防通行证申请信息,委托人姓名,委托人姓名
公安,边防通行证申请信息,委托人身份证号,委托人公民身份号码
公安,边防通行证申请信息,所属部门,所属部门
公安,边防通行证申请信息,发证机关名称,发证机关
公安,边防通行证申请信息,销毁时间,销毁时间
公安,边防通行证申请信息,截止日期,有效截止日期
公安,边防通行证申请信息,发放时间,发放时间
公安,边防通行证申请信息,填发时间,填发时间
公安,边防通行证申请信息,身份证号,公民身份号码
公安,边防通行证申请信息,单位标识,所属单位
公安,边防通行证申请信息,姓名,姓名
公安,边防通行证申请信息,前往地点,边防通行证前往地点
公安,边防通行证申请信息,事由,申请事由
公安,边防通行证申请信息,发送时间,申请时间
公安,边防通行证申请信息,性别,性别
公安,边防通行证申请信息,签发地,证件签发地
公安,边防通行证申请信息,签发时间,发证日期
公安,边防通行证申请信息,起始日期,有效期开始日期
公安,边防通行证申请信息,状态标识,边防通行证状态
公安,出入境证件信息,出境原因,出境原因
公安,出入境证件信息,出生地,出生地
公安,出入境证件信息,出生日期,出生日期
公安,出入境证件信息,国籍,国籍
公安,出入境证件信息,民族,民族
公安,出入境证件信息,是否过期,是否过期
公安,出入境证件信息,证件号码,身份证件号码
公安,出入境证件信息,审批机关,审批机关
公安,出入境证件信息,性别,性别
公安,出入境证件信息,英文名,英文姓名
公安,出入境证件信息,护照号码,护照号码
公安,出入境证件信息,证件签发日期,出入境证件签发日期
公安,出入境证件信息,证件有效期,出入境证件有效期
公安,出入境证件信息,护照类型,护照类型
公安,出入境证件信息,中文名,中文姓名
外办,归侨证信息,出生年月,出生年月
外办,归侨证信息,发证时间,发证时间
外办,归侨证信息,回国时间,回国时间
外办,归侨证信息,家庭住址,家庭住址
外办,归侨证信息,联系电话,联系电话
外办,归侨证信息,侨居国,侨居国
外办,归侨证信息,所属单位,所属单位
外办,归侨证信息,性别,性别
外办,归侨证信息,姓名,姓名
外办,归侨证信息,状态,证件状态
外办,归侨证信息,归侨证编号,归侨证编号
外办,归侨证申领登记信息,出生年月,出生年月
外办,归侨证申领登记信息,电话,联系电话
外办,归侨证申领登记信息,归国后本人简历,归国后本人简历
外办,归侨证申领登记信息,归国前本人简历,归国前本人简历
外办,归侨证申领登记信息,国内家庭主要成员,国内家庭主要成员
外办,归侨证申领登记信息,国外实际居住时间,国外实际居住时间
外办,归侨证申领登记信息,工作单位及职务职称,工作单位及职务职称
外办,归侨证申领登记信息,何时回国,回国时间
外办,归侨证申领登记信息,何时加入何党派,何时加入何党派
外办,归侨证申领登记信息,籍贯,籍贯
外办,归侨证申领登记信息,家庭地址,家庭地址
外办,归侨证申领登记信息,民族,民族
外办,归侨证申领登记信息,文化程度,学历
外办,归侨证申领登记信息,性别,性别
外办,归侨证申领登记信息,姓名,姓名
外办,归侨证申领登记信息,原侨居国（地）,原侨居国家地区
外办,华侨回国定居备案信息,出入境证件类别及号码,出入境证件类别及号码
外办,华侨回国定居备案信息,出生日期,出生日期
外办,华侨回国定居备案信息,国内电话,国内联系电话
外办,华侨回国定居备案信息,拟定居地,拟定居地
外办,华侨回国定居备案信息,批准日期,备案批准日期
外办,华侨回国定居备案信息,姓名,姓名
外办,华侨回国定居备案信息,原侨居国,原侨居国
外办,华侨回国定居备案信息,定居证号码,华侨定居证号码
外办,三侨生子女身份确认信息,报名地,报名地
外办,三侨生子女身份确认信息,毕业学校,毕业院校
外办,三侨生子女身份确认信息,户籍,户籍地
外办,三侨生子女身份确认信息,加分项目,加分项目
外办,三侨生子女身份确认信息,考生号,考生号
外办,三侨生子女身份确认信息,性别,性别
外办,三侨生子女身份确认信息,序号,三侨子女序号
外办,三侨生子女身份确认信息,终审部门意见,终审部门意见
外办,三侨生子女身份确认信息,姓名,姓名
住建,房屋租赁登记备案信息,备案时间,备案时间
住建,房屋租赁登记备案信息,出租房屋坐落,出租房屋坐落
住建,房屋租赁登记备案信息,房屋设计用途,房屋用途
住建,房屋租赁登记备案信息,房屋租赁用途,房屋租赁用途
住建,房屋租赁登记备案信息,备案机关,备案机关
住建,房屋租赁登记备案信息,承租人,承租人
住建,房屋租赁登记备案信息,承租人证件号码,承租人身份证件号码
住建,房屋租赁登记备案信息,承租人证件类型,承租人身份证件类型
住建,房屋租赁登记备案信息,出租人,出租人
住建,房屋租赁登记备案信息,出租人证件号码,出租人身份证件号码
住建,房屋租赁登记备案信息,出租人证件类型,出租人身份证件号码
住建,房屋租赁登记备案信息,状态,备案状态
住建,房屋租赁登记备案信息,合同约定的租金数额,合同约定的租金数额
住建,房屋租赁登记备案信息,合同约定的租赁期限,租赁期限
住建,房屋租赁登记备案信息,备案号,房产交易备案号
法院,判决离婚信息,判决结果,司法案件判决结果
法院,判决离婚信息,判决时间,判决时间
法院,判决离婚信息,判决法院名称,判决法院
法院,判决离婚信息,男方姓名,男方姓名
法院,判决离婚信息,男方身份证号码,男方公民身份号码
法院,判决离婚信息,女方姓名,女方姓名
法院,判决离婚信息,女方身份证号码,女方公民身份号码
法院,判决离婚信息,生效时间,司法案件判决生效时间
法院,判决离婚信息,案号代码,案号
民政,结离婚登记信息,女方出生日期,女方出生日期
民政,结离婚登记信息,女方证件类型,女方身份证件类型
民政,结离婚登记信息,女方身份证号码,女方公民身份号码
民政,结离婚登记信息,女方姓名,女方姓名
民政,结离婚登记信息,女方国籍,女方国籍
民政,结离婚登记信息,男方出生日期,男方出生日期
民政,结离婚登记信息,男方证件类型,男方身份证件类型
民政,结离婚登记信息,男方身份证号码,男方公民身份号码
民政,结离婚登记信息,男方姓名,男方姓名
民政,结离婚登记信息,男方国籍,男方国籍
民政,结离婚登记信息,登记日期,登记日期
民政,结离婚登记信息,登记机关名称,登记机关
民政,结离婚登记信息,登记类型,结离婚登记类型
民政,结离婚登记信息,业务类型,婚姻业务类型
民政,结离婚登记信息,登记字,结婚登记字
民政,结离婚登记信息,登记号,结离婚登记号
民政,结离婚登记信息,结（离）婚证备注,结离婚证备注
公安,家庭关系信息,姓名,姓名
公安,家庭关系信息,公民身份证号,公民身份号码
公安,家庭关系信息,配偶姓名,配偶姓名
公安,家庭关系信息,配偶公民身份号码,配偶公民身份号码
公安,家庭关系信息,父亲姓名,父亲姓名
公安,家庭关系信息,父亲公民身份号码,父亲公民身份号码
公安,家庭关系信息,母亲姓名,母亲姓名
公安,家庭关系信息,母亲公民身份号码,母亲公民身份号码
公安,家庭关系信息,监护人一姓名,第一监护人姓名
公安,家庭关系信息,监护人一公民身份号码,第一监护人公民身份号码
公安,家庭关系信息,监护人一监护关系,第一监护人监护关系
公安,家庭关系信息,监护人一联系电话,第一监护人联系电话
公安,家庭关系信息,监护人二姓名,第二监护人姓名
公安,家庭关系信息,监护人二公民身份号码,第二监护人公民身份号码
公安,家庭关系信息,监护人二监护关系,第二监护人监护关系
公安,家庭关系信息,监护人二联系电话,第二监护人联系电话
教育,学前学生信息,班级名称,班级名称
教育,学前学生信息,残疾类型,残疾类别
教育,学前学生信息,出生地,出生地
教育,学前学生信息,出生日期,出生日期
教育,学前学生信息,港澳台侨外,是否港澳台侨外
教育,学前学生信息,国籍地区,国籍地区
教育,学前学生信息,个人标识码,学生个人标识码
教育,学前学生信息,户口所在地,户籍地
教育,学前学生信息,就读状态,就读状态
教育,学前学生信息,籍贯,籍贯
教育,学前学生信息,监护人身份证件号,监护人公民身份号码
教育,学前学生信息,监护人姓名,监护人姓名
教育,学前学生信息,家庭住址,家庭住址
教育,学前学生信息,民族,民族
教育,学前学生信息,年级名称,年级
教育,学前学生信息,入学年月,入学年月
教育,学前学生信息,是否孤儿,是否孤儿
教育,学前学生信息,是否进城务工人员随迁子女,是否进城务工人员随迁子女
教育,学前学生信息,是否留守儿童,是否留守儿童
教育,学前学生信息,是否外来务工人员子女,是否外来务工人员子女
教育,学前学生信息,身份证件号,公民身份号码
